decision_date,entry_date,end_date,entry_price,end_price,return,upper_barrier,lower_barrier,barrier_touched,value_at_barrier_touched,label
2024-05-16,2024-05-17,2024-05-21,174.84,186.6,0.06726149622512005,183.71848145387563,165.96151854612438,upper,183.71848145387563,1
2024-05-17,2024-05-20,2024-05-21,177.46,186.6,0.05150456440888079,186.39676448844335,168.5232355115567,upper,186.39676448844335,1
2024-05-20,2024-05-21,2024-05-21,174.95,186.6,0.06659045441554734,183.63179650533996,166.26820349466,upper,183.63179650533996,1
2024-05-21,2024-05-22,2024-05-23,186.6,173.74,-0.06891747052518749,196.13902894910424,177.06097105089574,lower,177.06097105089574,-1
2024-05-22,2024-05-23,2024-06-11,180.11,170.66,-0.05246793626117382,188.31716165092112,171.9028383490789,lower,171.9028383490789,-1
2024-05-23,2024-05-24,2024-05-30,173.74,178.79,0.02906642108898344,181.60452386770473,165.8754761322953,upper,181.60452386770473,1
2024-05-24,2024-05-28,2024-06-11,179.24,170.66,-0.047868779290337046,187.4178359212068,171.06216407879322,lower,171.06216407879322,-1
2024-05-28,2024-05-29,2024-05-30,176.75,178.79,0.011541725601131496,181.92503971134315,171.57496028865685,upper,181.92503971134315,1
2024-05-29,2024-05-30,2024-05-30,176.19,178.79,0.014756796639990888,180.89092560709162,171.48907439290835,upper,180.89092560709162,1
2024-05-30,2024-05-31,2024-05-31,178.79,178.08,-0.003971139325465516,183.55130846781051,174.02869153218947,lower,174.02869153218947,-1
2024-05-31,2024-06-03,2024-06-05,178.08,175.0,-0.0172955974842768,182.82502500583595,173.33497499416404,lower,173.33497499416404,-1
2024-06-03,2024-06-04,2024-06-11,176.29,170.66,-0.03193601452152701,180.99384869922363,171.58615130077635,lower,171.58615130077635,-1
2024-06-04,2024-06-05,2024-06-06,174.77,177.94,0.01813812439205806,179.36161517014483,170.17838482985522,upper,179.36161517014483,1
2024-06-05,2024-06-06,2024-06-06,175.0,177.94,0.01679999999999999,179.3641764278439,170.6358235721561,upper,179.3641764278439,1
2024-06-06,2024-06-07,2024-06-10,177.94,173.79,-0.023322468247723983,182.3692909611314,173.51070903886858,lower,173.51070903886858,-1
2024-06-07,2024-06-10,2024-06-11,177.48,170.66,-0.03842686499887308,181.84472671314643,173.11527328685355,lower,173.11527328685355,-1
2024-06-10,2024-06-11,2024-06-11,173.79,170.66,-0.018010242246389294,178.0676362807826,169.51236371921738,lower,169.51236371921738,-1
2024-06-11,2024-06-12,2024-06-12,170.66,177.29,0.03884917379585137,174.8569155139152,166.46308448608482,upper,174.8569155139152,1
2024-06-12,2024-06-13,2024-06-13,177.29,182.47,0.029217665971007993,181.72970025366286,172.85029974633716,upper,181.72970025366286,1
2024-06-13,2024-06-14,2024-06-14,182.47,178.01,-0.02444237408889137,187.09820817978502,177.84179182021498,lower,177.84179182021498,-1
2024-06-14,2024-06-17,2024-06-17,178.01,187.44,0.05297455199146119,182.65040463741505,173.36959536258493,upper,182.65040463741505,1
2024-06-17,2024-06-18,2024-06-20,187.44,181.57,-0.03131668800682888,192.76398274052696,182.11601725947304,lower,182.11601725947304,-1
2024-06-18,2024-06-20,2024-06-26,184.86,196.37,0.062263334415233094,190.10847969198056,179.61152030801946,upper,190.10847969198056,1
2024-06-20,2024-06-21,2024-06-24,181.57,182.58,0.005562592939362336,186.01192746543973,177.12807253456026,upper,186.01192746543973,1
2024-06-21,2024-06-24,2024-06-24,183.01,182.58,-0.002349598382601926,187.2556820781968,178.7643179218032,upper,187.2556820781968,1
2024-06-24,2024-06-25,2024-06-25,182.58,187.35,0.026125534012487576,186.52192617900027,178.63807382099975,upper,186.52192617900027,1
2024-06-25,2024-06-26,2024-06-26,187.35,196.37,0.048145182812917055,191.3278526647341,183.37214733526588,upper,191.3278526647341,1
2024-06-26,2024-06-27,2024-06-28,196.37,197.88,0.007689565615929067,200.9191557137822,191.8208442862178,upper,200.9191557137822,1
2024-06-27,2024-06-28,2024-06-28,197.42,197.88,0.0023300577449093707,201.97567957417942,192.86432042582055,upper,201.97567957417942,1
2024-06-28,2024-07-01,2024-07-01,197.88,209.86,0.06054174247018404,202.42999980175102,193.33000019824897,upper,202.42999980175102,1
2024-07-01,2024-07-02,2024-07-02,209.86,231.26,0.10197274373391774,215.3067769663973,204.41322303360272,upper,215.3067769663973,1
2024-07-02,2024-07-03,2024-07-03,231.26,246.39,0.06542419787252442,238.86579197077117,223.6542080292288,upper,238.86579197077117,1
2024-07-03,2024-07-05,2024-07-08,246.39,252.94,0.026583871098664766,254.84741787252156,237.93258212747838,upper,254.84741787252156,1
2024-07-05,2024-07-08,2024-07-09,251.52,262.33,0.04297868956742992,260.09856308178763,242.94143691821236,upper,260.09856308178763,1
2024-07-08,2024-07-09,2024-07-09,252.94,262.33,0.03712342848106265,261.59887201556495,244.28112798443505,upper,261.59887201556495,1
2024-07-09,2024-07-10,2024-07-11,262.33,241.03,-0.08119544085693586,271.278185822149,253.38181417785103,lower,253.38181417785103,-1
2024-07-10,2024-07-11,2024-07-11,263.26,241.03,-0.08444123680012151,271.94343196787736,254.57656803212265,lower,254.57656803212265,-1
2024-07-11,2024-07-12,2024-07-12,241.03,248.23,0.029871800190847564,250.62520247522545,231.43479752477455,upper,250.62520247522545,1
2024-07-12,2024-07-15,2024-07-15,248.23,252.64,0.017765781734681532,258.0633175653916,238.39668243460832,upper,258.0633175653916,1
2024-07-15,2024-07-16,2024-07-19,252.64,239.2,-0.0531982267257758,262.6246657418351,242.6553342581649,lower,242.6553342581649,-1
2024-07-16,2024-07-17,2024-07-17,256.56,248.5,-0.031415653258497045,266.38619114002967,246.73380885997034,lower,246.73380885997034,-1
2024-07-17,2024-07-18,2024-07-19,248.5,239.2,-0.03742454728370226,258.1958573164145,238.80414268358547,lower,238.80414268358547,-1
2024-07-18,2024-07-19,2024-07-19,249.23,239.2,-0.040243951370220285,258.8371329787424,239.62286702125766,lower,239.62286702125766,-1
2024-07-19,2024-07-22,2024-07-22,239.2,251.51,0.051463210702341146,248.73911570024245,229.6608842997575,upper,248.73911570024245,1
2024-07-22,2024-07-23,2024-07-24,251.51,215.99,-0.14122698898652133,261.74003212258896,241.27996787741102,lower,241.27996787741102,-1
2024-07-23,2024-07-24,2024-07-24,246.38,215.99,-0.12334605081581292,256.5596597718846,236.20034022811535,lower,236.20034022811535,-1
2024-07-24,2024-07-25,2024-07-29,215.99,232.1,0.0745867864252974,227.1367356384296,204.84326436157042,upper,227.1367356384296,1
2024-07-25,2024-07-26,2024-07-29,220.25,232.1,0.05380249716231553,231.44797699461802,209.052023005382,upper,231.44797699461802,1
2024-07-26,2024-07-29,2024-07-29,219.8,232.1,0.055959963603275625,230.9837924289186,208.61620757108142,upper,230.9837924289186,1
2024-07-29,2024-07-30,2024-07-30,232.1,222.62,-0.040844463593278715,244.1790694621794,220.0209305378206,lower,220.0209305378206,-1
2024-07-30,2024-07-31,2024-07-31,222.62,232.07,0.04244901626089295,234.13559914264374,211.10440085735627,upper,234.13559914264374,1
2024-07-31,2024-08-01,2024-08-01,232.07,216.86,-0.06554056965570725,243.05506138264101,221.08493861735897,lower,221.08493861735897,-1
2024-08-01,2024-08-02,2024-08-02,216.86,207.67,-0.042377570782993756,227.06364062137234,206.6563593786277,lower,206.6563593786277,-1
2024-08-02,2024-08-05,2024-08-05,207.67,198.88,-0.04232676843068326,217.49870276292094,197.84129723707906,lower,197.84129723707906,-1
2024-08-05,2024-08-06,2024-08-13,198.88,207.83,0.045002011263073294,208.384635107987,189.37536489201298,upper,208.384635107987,1
2024-08-06,2024-08-07,2024-08-15,200.64,214.14,0.06728468899521532,210.01057448418663,191.26942551581334,upper,210.01057448418663,1
2024-08-07,2024-08-08,2024-08-09,191.76,200.0,0.04297037964121824,200.78701819163115,182.73298180836886,upper,200.78701819163115,1
2024-08-08,2024-08-09,2024-08-13,198.84,207.83,0.04521223093944885,207.86628704197835,189.81371295802165,upper,207.86628704197835,1
2024-08-09,2024-08-12,2024-08-15,200.0,214.14,0.07069999999999993,208.92706124998043,191.07293875001957,upper,208.92706124998043,1
2024-08-12,2024-08-13,2024-08-13,197.49,207.83,0.05235708137120868,206.2118092149971,188.76819078500293,upper,206.2118092149971,1
2024-08-13,2024-08-14,2024-08-16,207.83,216.12,0.03988837030265117,217.40415774204422,198.25584225795583,upper,217.40415774204422,1
2024-08-14,2024-08-15,2024-08-15,201.38,214.14,0.06336279670275097,210.6551150929309,192.10488490706905,upper,210.6551150929309,1
2024-08-15,2024-08-16,2024-08-20,214.14,221.1,0.03250210142897174,224.59236127612868,203.68763872387126,upper,224.59236127612868,1
2024-08-16,2024-08-19,2024-08-20,216.12,221.1,0.023042754025541318,226.5491439393839,205.69085606061614,upper,226.5491439393839,1
2024-08-19,2024-08-20,2024-08-22,222.72,210.66,-0.054148706896551733,233.23407234366726,212.20592765633273,lower,212.20592765633273,-1
2024-08-20,2024-08-21,2024-08-22,221.1,210.66,-0.04721845318860243,231.50782667936238,210.69217332063758,lower,210.69217332063758,-1
2024-08-21,2024-08-22,2024-08-22,223.27,210.66,-0.056478702915752285,231.72494875952205,214.81505124047794,lower,214.81505124047794,-1
2024-08-22,2024-08-23,2024-08-23,210.66,220.32,0.04585588151523781,219.04666009678857,202.27333990321142,upper,219.04666009678857,1
2024-08-23,2024-08-26,2024-08-26,220.32,213.21,-0.03227124183006529,229.3953894327344,211.2446105672656,lower,211.2446105672656,-1
2024-08-26,2024-08-27,2024-08-28,213.21,205.75,-0.03498897800290797,221.6711626982538,204.7488373017462,lower,204.7488373017462,-1
2024-08-27,2024-08-28,2024-09-03,209.21,210.6,0.006644041871803385,217.34612528328546,201.07387471671456,upper,217.34612528328546,1
2024-08-28,2024-08-29,2024-08-29,205.75,206.28,0.002575941676792229,213.47048634811188,198.02951365188812,upper,213.47048634811188,1
2024-08-29,2024-08-30,2024-08-30,206.28,214.11,0.037958115183246134,213.45044078623332,199.1095592137667,upper,213.45044078623332,1
2024-08-30,2024-09-03,2024-09-04,214.11,219.41,0.02475363131100828,221.4926738361361,206.72732616386392,upper,221.4926738361361,1
2024-09-03,2024-09-04,2024-09-04,210.6,219.41,0.04183285849952518,217.5889263971966,203.6110736028034,upper,217.5889263971966,1
2024-09-04,2024-09-05,2024-09-05,219.41,230.17,0.04904060890570161,226.9298897539431,211.8901102460569,upper,226.9298897539431,1
2024-09-05,2024-09-06,2024-09-06,230.17,210.73,-0.08445931268193074,237.89275579401786,222.44724420598212,lower,222.44724420598212,-1
2024-09-06,2024-09-09,2024-09-09,210.73,216.27,0.02628956484601158,218.93128544559823,202.52871455440172,upper,218.93128544559823,1
2024-09-09,2024-09-10,2024-09-10,216.27,226.17,0.04577611319184342,224.75789390225404,207.78210609774595,upper,224.75789390225404,1
2024-09-10,2024-09-11,2024-09-11,226.17,228.13,0.008666047663262184,235.23027157114822,217.10972842885175,lower,217.10972842885175,-1
2024-09-11,2024-09-12,2024-09-19,228.13,243.92,0.06921492131679302,236.94846942590704,219.31153057409293,upper,236.94846942590704,1
2024-09-12,2024-09-13,2024-09-19,229.81,243.92,0.06139854662547315,238.4721895230377,221.1478104769623,upper,238.4721895230377,1
2024-09-13,2024-09-16,2024-09-19,230.29,243.92,0.05918624343219417,238.42195247956968,222.1580475204303,upper,238.42195247956968,1
2024-09-16,2024-09-17,2024-09-18,226.78,227.2,0.00185201516888609,234.84269158489613,218.71730841510387,upper,234.84269158489613,1
2024-09-17,2024-09-18,2024-09-19,227.87,243.92,0.07043489709044623,235.83755877926623,219.90244122073375,upper,235.83755877926623,1
2024-09-18,2024-09-19,2024-09-19,227.2,243.92,0.07359154929577465,235.13382848171963,219.26617151828034,upper,235.13382848171963,1
2024-09-19,2024-09-20,2024-09-24,243.92,254.27,0.042431944899967294,253.2897849767679,234.55021502323208,upper,253.2897849767679,1
2024-09-20,2024-09-23,2024-09-23,238.25,250.0,0.04931794333683106,246.89048867030087,229.60951132969913,upper,246.89048867030087,1
2024-09-23,2024-09-24,2024-09-26,250.0,254.22,0.016879999999999996,259.11759949550594,240.88240050449406,upper,259.11759949550594,1
2024-09-24,2024-09-25,2024-09-30,254.27,261.63,0.028945608998308826,263.252604375726,245.2873956242741,upper,263.252604375726,1
2024-09-25,2024-09-26,2024-10-02,257.02,249.02,-0.03112598241381983,265.9380315637315,248.10196843626844,lower,248.10196843626844,-1
