time,open,high,low,close,Volume,Histogram,MACD,Signal,K,D,Turnover (Cr),10 MA Turnover,Turnover / 10MA (X)
1582036200,56.106611,57.333276,55.490611,57.226609,250475785,0.3531178722868358,5.729064987977736,5.3759471156909004,43.53925528729674,33.80837414436754,1433.3879812163066,2176.1834644678756,0.658670560005749
1582122600,61.566605,62.98527,60.06794,61.161272,381344751,0.6102007140912225,6.138698008304928,5.528497294213706,55.94082442750232,44.06420767003085,2332.353004168327,1868.8554200101698,1.2480114722601896
1582209000,60.796606,60.799939,57.329276,59.960607,264523659,0.6123216392086093,6.293899343224467,5.681577704015858,64.4585415585731,54.64620709112406,1586.0999159501014,1671.695481486938,0.9487971544550081
1582295400,60.465273,60.870606,58.696608,60.066607,215091905,0.5365188947970294,6.352226322512145,5.8157074277151155,64.93016858127831,61.776511522451244,1291.9840926516335,1502.2030090994137,0.8600595823770792
1582554600,55.933277,57.566609,54.813279,55.585944,227882672.00000003,0.12191585661041948,5.968102248478139,5.84618639186772,56.175615202965446,61.85477511427229,1266.707344436237,1501.2266636561494,0.8437815388591924
1582641000,56.599943,57.10661,52.466614,53.32728,259357474.00000003,-0.3417815514142619,5.418959452599893,5.760741004014155,40.43209652012052,53.84596010145477,1383.082863609072,1449.1123747227944,0.9544345129711881
1582727400,52.166614,54.220612,51.740615,51.919948,212307857,-0.7568335663209647,4.814699046112949,5.571532612433914,22.53902790852207,39.71557987720269,1102.3012895431434,1468.7596119860073,0.7504980941385287
1582813800,48.666618,49.317951,44.599955,45.266621,364157763.99999994,-1.4527000472866582,3.755657553325591,5.208357600612249,11.37506032074342,24.78206158312868,1648.4191487195442,1541.3543160910249,1.0694615323101329
1582900200,41.979958,46.034621,40.767959,44.532622,368462933,-1.9070284429115505,2.8245720469728113,4.731600489884362,4.263256414560601e-15,11.304696076421846,1640.8620516300327,1494.07416509396,1.0982467202535702
1583159400,47.417286,49.579284,45.777954,49.574617,302925167,-1.813191853895976,2.465110672514392,4.278302526410368,10.399299519191883,7.258119946645117,1501.739913368604,1518.6937605293,0.9888365596795582
1583245800,53.666613,53.798613,47.740659,49.700617,386760430.99999994,-1.6902898265153539,2.1654402432661755,3.8557300697815293,20.994761632000337,10.464687050397421,1922.2232051885926,1567.5772829265286,1.2262382379004442
1583332200,50.930636,51.101282,48.315585,49.966617,225734879.99999997,-1.5428258874603102,1.9271977104561415,3.4700235979164518,32.16744655773593,21.187169236309398,1127.9208292500957,1447.1340654347055,0.7794169567221673
1583418600,48.251285,49.716617,47.871285,48.302618,162790016.99999997,-1.507348936440235,1.5858374273661582,3.0931863638063932,39.14811220598772,30.770106798574677,786.3184005364504,1367.1559138933403,0.5751490320494607
1583505000,46.000187,47.133286,45.617954,46.89862,189943959,-1.5238948108256047,1.1883178502743874,2.712212661099992,43.653472904445195,38.323010556056296,890.810955443658,1327.0386001725428,0.6712773504311284
1583760600,40.359293,44.199822,40.333293,40.533293,256106356,-1.8853273839341815,0.35555343118226546,2.240880815116447,33.85500051559232,38.88552854200842,1038.0833966910309,1304.1762053980224,0.7959686677263197
1583847000,43.961956,44.533289,40.533293,43.021957,233916878,-1.8746433019623048,-0.10242331233643398,1.7722199896258708,31.179233307040327,36.22923557569263,1006.3561866890245,1266.5035377060176,0.7945940589410506
1583933400,42.679957,43.571956,40.866626,42.281958,201204006,-1.8330568255431643,-0.5191010423030846,1.3139557832400797,26.859509963484186,30.631247928705623,850.7299331123749,1241.3464020629406,0.6853283915743286
1584019800,38.725961,39.633294,36.41663,37.369963,283636063,-2.036350489657591,-1.231482328831909,0.8048681608256819,23.355320602419045,27.13135462431453,1059.946917977567,1182.499178988743,0.8963616523472083
1584106200,39.666627,40.504626,33.466633,36.441297,339604149.00000006,-2.1236252862676093,-1.8496634470088296,0.2739618392587796,21.566353614730122,23.92706139354446,1237.5615656141254,1142.1691303871523,1.0835186599681945
1584365400,31.299949,32.991294,29.477971,29.671304,307342267,-2.501546286474182,-2.852971018833948,-0.351424732359766,20.965526484391116,21.96240023384677,911.9245836206168,1083.1875974123536,0.8418897943432235
1584451800,29.333971,31.456635,26.399974,28.679971,359919059,-2.6673453418325046,-3.685606409650397,-1.0182610678178923,13.04583158013466,18.52590389308531,1032.246817446729,994.1899586381675,1.0382792629093653
1584538200,25.933307,26.99064,23.36731,24.081309,356792785.99999994,-2.9156309010122614,-4.662799694083219,-1.7471687930709576,6.192869997955205,13.401409354160336,859.2037328636874,967.3182489995266,0.8882327339035944
